Opportunity_ID,Region,Billing_Country,Account_Type,Opportunity_Type,Account_Owner,Account_Name,Conversión_USD,Delivery_Quarter,TRF,Stage,promedio_preciov_region,promedio_preciov_paises,promedio_preciov_Account,promedio_preciov_Oportunity,promedio_preciov_vendedor,Wilsonxproporcion_region,Wilsonxproporcion_paises,Wilsonxproporcion_vendedor
1612,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,8050,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1613,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,143,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1613,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,165,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1613,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1613,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1613,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1613,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2146,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1614,EMEA,Germany,Account_Type_2,Opportunity_Type_1,Person_Name_4,Account_Name_1330,3964,Q2,0,Closed Won,246888.2391744233,325954.16577540105,125034.170409234,133491.43240254355,514926.8803986711,0.5148167747547108,0.543845344922047,0.4202875392764971
1615,Americas,United States,Account_Type_2,Opportunity_Type_1,Person_Name_38,Account_Name_395,657737,Q2,1,Closed Lost,422783.84718349134,0.0,0.0,0.0,0.0,0.4456865384565452,0.44836576877282996,0.3226726247988526
1616,Americas,United States,Account_Type_2,Opportunity_Type_1,Person_Name_3,Account_Name_1314,895770,Q1,2,Closed Won,422783.84718349134,432143.81367521366,125034.170409234,133491.43240254355,456076.2188841202,0.4456865384565452,0.44836576877282996,0.25071239235822534
1617,EMEA,Germany,Account_Type_2,Opportunity_Type_19,Person_Name_13,Account_Name_697,16151909,Q2,30,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
1618,APAC,Germany,Account_Type_5,Opportunity_Type_19,Person_Name_13,Account_Name_696,25498980,Q4,50,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.543845344922047,0.6394754651213534
1619,APAC,Thailand,Account_Type_2,Opportunity_Type_1,Person_Name_54,Account_Name_88,137093,Q2,0,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.4013210429893078,0.46117354167308255
1620,EMEA,Germany,Account_Type_2,Opportunity_Type_19,Person_Name_13,Account_Name_586,1537218,Q2,3,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
1621,Japan,Japan,Account_Type_0,Opportunity_Type_1,Person_Name_32,Account_Name_1991,2266,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,133491.43240254355,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1621,Japan,Japan,Account_Type_0,Opportunity_Type_1,Person_Name_32,Account_Name_1991,24931,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,133491.43240254355,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1622,Japan,Japan,Account_Type_0,Opportunity_Type_1,Person_Name_32,Account_Name_1991,108532,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,133491.43240254355,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1623,Japan,Japan,Account_Type_0,Opportunity_Type_1,Person_Name_32,Account_Name_1991,120091,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,133491.43240254355,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1624,Japan,Japan,Account_Type_0,Opportunity_Type_1,Person_Name_32,Account_Name_1991,120091,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,133491.43240254355,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1625,Japan,Japan,Account_Type_0,Opportunity_Type_1,Person_Name_32,Account_Name_956,201969,Q3,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,133491.43240254355,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1626,APAC,Australia,Account_Type_0,Opportunity_Type_23,Person_Name_43,Account_Name_660,776160,Q2,2,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.5630074338421944,0.5564013504652658
1627,APAC,Australia,Account_Type_0,Opportunity_Type_23,Person_Name_43,Account_Name_660,776160,Q1,2,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.5630074338421944,0.5564013504652658
1628,Japan,Japan,Account_Type_0,Opportunity_Type_1,Person_Name_50,Account_Name_1522,32230,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,133491.43240254355,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1629,EMEA,Germany,Account_Type_2,Opportunity_Type_1,Person_Name_4,Account_Name_1330,48501,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.4202875392764971
1630,EMEA,Spain,Account_Type_0,Opportunity_Type_4,Person_Name_42,Account_Name_1757,39640,Q2,0,Closed Won,246888.2391744233,75503.49479166667,116533.13355834137,124278.95238095238,78835.83084577114,0.5148167747547108,0.5408818750003631,0.5912158039306253
1630,EMEA,Spain,Account_Type_0,Opportunity_Type_4,Person_Name_42,Account_Name_1757,57673,Q2,0,Closed Won,246888.2391744233,75503.49479166667,116533.13355834137,124278.95238095238,78835.83084577114,0.5148167747547108,0.5408818750003631,0.5912158039306253
1630,EMEA,Spain,Account_Type_0,Opportunity_Type_4,Person_Name_42,Account_Name_1757,23504,Q2,0,Closed Won,246888.2391744233,75503.49479166667,116533.13355834137,124278.95238095238,78835.83084577114,0.5148167747547108,0.5408818750003631,0.5912158039306253
1631,EMEA,Netherlands,Account_Type_5,Opportunity_Type_1,Person_Name_51,Account_Name_1864,43091848,Q2,75,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.513767396005601,0.3258513787527734
1632,EMEA,Netherlands,Account_Type_5,Opportunity_Type_19,Person_Name_18,Account_Name_827,1748857,Q2,3,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.513767396005601,0.5140159497845795
1633,APAC,Indonesia,Account_Type_2,Opportunity_Type_1,Person_Name_63,Account_Name_1264,2120,Q2,0,Closed Won,108927.85706751054,65919.41509433962,125034.170409234,133491.43240254355,71553.0925925926,0.5603515509268735,0.32050376816805304,0.33477079684273436
1633,APAC,Indonesia,Account_Type_2,Opportunity_Type_1,Person_Name_63,Account_Name_1264,5390,Q2,0,Closed Won,108927.85706751054,65919.41509433962,125034.170409234,133491.43240254355,71553.0925925926,0.5603515509268735,0.32050376816805304,0.33477079684273436
1634,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_59,Account_Name_1777,483600,Q2,1,Closed Won,108927.85706751054,270836.79225352115,125034.170409234,133491.43240254355,226447.10169491524,0.5603515509268735,0.3916913580775902,0.25685121691389656
1635,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_263,70940,Q2,0,Closed Won,246888.2391744233,325954.16577540105,116533.13355834137,87111.3798828125,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
1635,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_263,62387,Q2,0,Closed Won,246888.2391744233,325954.16577540105,116533.13355834137,87111.3798828125,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
1635,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_263,122420,Q2,0,Closed Won,246888.2391744233,325954.16577540105,116533.13355834137,87111.3798828125,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
1636,Americas,United States,Account_Type_2,Opportunity_Type_20,Person_Name_8,Account_Name_1582,14751410,Q2,25,Closed Lost,422783.84718349134,0.0,0.0,0.0,0.0,0.4456865384565452,0.44836576877282996,0.5615001610337099
1637,Americas,United States,Account_Type_2,Opportunity_Type_1,Person_Name_3,Account_Name_1347,302636,Q2,0,Closed Lost,422783.84718349134,0.0,0.0,0.0,0.0,0.4456865384565452,0.44836576877282996,0.25071239235822534
1638,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,165,Q2,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
1638,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q2,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
1638,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,214,Q2,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
1638,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q2,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
1638,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q2,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
1638,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,3220,Q2,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
1639,APAC,Australia,Account_Type_0,Opportunity_Type_8,Person_Name_43,Account_Name_1642,101920,Q2,0,Closed Won,108927.85706751054,98171.39712230217,116533.13355834137,87111.3798828125,95561.18294360385,0.5603515509268735,0.5630074338421944,0.5564013504652658
1640,APAC,Australia,Account_Type_0,Opportunity_Type_8,Person_Name_43,Account_Name_1642,101920,Q2,0,Closed Won,108927.85706751054,98171.39712230217,116533.13355834137,87111.3798828125,95561.18294360385,0.5603515509268735,0.5630074338421944,0.5564013504652658
1641,APAC,Australia,Account_Type_0,Opportunity_Type_8,Person_Name_43,Account_Name_1642,101920,Q2,0,Closed Won,108927.85706751054,98171.39712230217,116533.13355834137,87111.3798828125,95561.18294360385,0.5603515509268735,0.5630074338421944,0.5564013504652658
1642,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_60,Account_Name_1893,9511,Q2,0,Closed Won,108927.85706751054,270836.79225352115,125034.170409234,133491.43240254355,292585.36363636365,0.5603515509268735,0.3916913580775902,0.2576409248300403
1643,EMEA,Belgium,Account_Type_2,Opportunity_Type_1,Person_Name_18,Account_Name_628,37788,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.4585692513310525,0.5140159497845795
1644,Americas,United States,Account_Type_2,Opportunity_Type_8,Person_Name_45,Account_Name_359,42693,Q3,0,Closed Won,422783.84718349134,432143.81367521366,125034.170409234,87111.3798828125,140250.58974358975,0.4456865384565452,0.44836576877282996,0.29596330895309
1644,Americas,United States,Account_Type_2,Opportunity_Type_8,Person_Name_45,Account_Name_359,33810,Q3,0,Closed Won,422783.84718349134,432143.81367521366,125034.170409234,87111.3798828125,140250.58974358975,0.4456865384565452,0.44836576877282996,0.29596330895309
1645,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_60,Account_Name_1147,260260,Q2,1,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.3916913580775902,0.2576409248300403
1646,APAC,India,Account_Type_0,Opportunity_Type_8,Person_Name_52,Account_Name_1411,34645,Q3,0,Closed Won,108927.85706751054,270836.79225352115,116533.13355834137,87111.3798828125,139822.8085106383,0.5603515509268735,0.3916913580775902,0.7259169736723208
1646,APAC,India,Account_Type_0,Opportunity_Type_8,Person_Name_52,Account_Name_1411,20000,Q3,0,Closed Won,108927.85706751054,270836.79225352115,116533.13355834137,87111.3798828125,139822.8085106383,0.5603515509268735,0.3916913580775902,0.7259169736723208
1646,APAC,India,Account_Type_0,Opportunity_Type_8,Person_Name_52,Account_Name_1411,19013,Q3,0,Closed Won,108927.85706751054,270836.79225352115,116533.13355834137,87111.3798828125,139822.8085106383,0.5603515509268735,0.3916913580775902,0.7259169736723208
1647,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_52,Account_Name_275,134550,Q3,0,Closed Won,108927.85706751054,270836.79225352115,125034.170409234,133491.43240254355,139822.8085106383,0.5603515509268735,0.3916913580775902,0.7259169736723208
1648,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_52,Account_Name_275,218790,Q2,0,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.3916913580775902,0.7259169736723208
1650,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_533,120088,Q2,0,Closed Won,246888.2391744233,325954.16577540105,116533.13355834137,87111.3798828125,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
1650,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_533,240176,Q2,0,Closed Won,246888.2391744233,325954.16577540105,116533.13355834137,87111.3798828125,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
1651,EMEA,Netherlands,Account_Type_5,Opportunity_Type_1,Person_Name_18,Account_Name_827,4955395,Q4,10,Closed Won,246888.2391744233,177583.14603174603,958150.8873483535,133491.43240254355,184917.07370184254,0.5148167747547108,0.513767396005601,0.5140159497845795
1652,Americas,United States,Account_Type_2,Opportunity_Type_1,Person_Name_38,Account_Name_1407,3296287,Q3,5,Closed Won,422783.84718349134,432143.81367521366,125034.170409234,133491.43240254355,259652.0603448276,0.4456865384565452,0.44836576877282996,0.3226726247988526
1653,APAC,India,Account_Type_5,Opportunity_Type_1,Person_Name_60,Account_Name_1743,2499900,Q2,5,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.3916913580775902,0.2576409248300403
1654,EMEA,France,Account_Type_5,Opportunity_Type_1,Person_Name_16,Account_Name_55,304053,Q3,1,Closed Won,246888.2391744233,207481.12612612612,958150.8873483535,133491.43240254355,256653.5873015873,0.5148167747547108,0.255593914604829,0.26280688272022484
1654,EMEA,France,Account_Type_5,Opportunity_Type_1,Person_Name_16,Account_Name_55,302241,Q2,1,Closed Won,246888.2391744233,207481.12612612612,958150.8873483535,133491.43240254355,256653.5873015873,0.5148167747547108,0.255593914604829,0.26280688272022484
1655,EMEA,Italy,Account_Type_0,Opportunity_Type_1,Person_Name_2,Account_Name_1067,555012,Q4,1,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.4568616780758148,0.4911470326049187
1656,Americas,United States,Account_Type_2,Opportunity_Type_1,Person_Name_38,Account_Name_395,123480,Q2,0,Closed Lost,422783.84718349134,0.0,0.0,0.0,0.0,0.4456865384565452,0.44836576877282996,0.3226726247988526
1657,Americas,United States,Account_Type_5,Opportunity_Type_8,Person_Name_64,Account_Name_1794,8985,Q3,0,Closed Won,422783.84718349134,432143.81367521366,958150.8873483535,87111.3798828125,75357.66842105263,0.4456865384565452,0.44836576877282996,0.6162993823467292
1657,Americas,United States,Account_Type_5,Opportunity_Type_8,Person_Name_64,Account_Name_1794,56312,Q3,0,Closed Won,422783.84718349134,432143.81367521366,958150.8873483535,87111.3798828125,75357.66842105263,0.4456865384565452,0.44836576877282996,0.6162993823467292
1658,Americas,United States,Account_Type_2,Opportunity_Type_19,Person_Name_8,Account_Name_1582,41299955,Q4,70,Closed Lost,422783.84718349134,0.0,0.0,0.0,0.0,0.4456865384565452,0.44836576877282996,0.5615001610337099
1659,Americas,United States,Account_Type_2,Opportunity_Type_1,Person_Name_46,Account_Name_2007,266450,Q4,1,Closed Lost,422783.84718349134,0.0,0.0,0.0,0.0,0.4456865384565452,0.44836576877282996,0.30191462446442996
1660,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_49,Account_Name_249,480480,Q2,1,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.3916913580775902,0.45301605011567947
1661,EMEA,Germany,Account_Type_0,Opportunity_Type_1,Person_Name_13,Account_Name_1693,203226,Q4,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
1662,EMEA,Germany,Account_Type_2,Opportunity_Type_1,Person_Name_4,Account_Name_1330,65290,Q2,0,Closed Won,246888.2391744233,325954.16577540105,125034.170409234,133491.43240254355,514926.8803986711,0.5148167747547108,0.543845344922047,0.4202875392764971
1663,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_263,138114,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
1663,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_263,121209,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
1663,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_263,118922,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
1664,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_59,Account_Name_2057,153504,Q2,0,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.3916913580775902,0.25685121691389656
1665,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_60,Account_Name_859,224900,Q2,0,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.3916913580775902,0.2576409248300403
1666,APAC,India,Account_Type_2,Opportunity_Type_1,Person_Name_60,Account_Name_2072,509872,Q2,1,Closed Lost,108927.85706751054,0.0,0.0,0.0,0.0,0.5603515509268735,0.3916913580775902,0.2576409248300403
1667,EMEA,French Southern Territories,Account_Type_2,Opportunity_Type_1,Person_Name_16,Account_Name_1518,82073,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.0,0.26280688272022484
1668,EMEA,France,Account_Type_2,Opportunity_Type_1,Person_Name_16,Account_Name_325,3632242,Q2,8,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.255593914604829,0.26280688272022484
1669,EMEA,France,Account_Type_5,Opportunity_Type_1,Person_Name_16,Account_Name_2066,2337406,Q2,5,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.255593914604829,0.26280688272022484
1670,EMEA,France,Account_Type_2,Opportunity_Type_1,Person_Name_16,Account_Name_1491,1055386,Q2,2,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.255593914604829,0.26280688272022484
1671,APAC,Thailand,Account_Type_2,Opportunity_Type_7,Person_Name_54,Account_Name_1382,19890,Q2,0,Closed Won,108927.85706751054,196255.48888888888,125034.170409234,102400.35270235981,184150.66666666666,0.5603515509268735,0.4013210429893078,0.46117354167308255
1672,EMEA,Spain,Account_Type_2,Opportunity_Type_19,Person_Name_39,Account_Name_1,28699171,Q4,50,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.5408818750003631,0.1647344028478492
1673,EMEA,France,Account_Type_5,Opportunity_Type_19,Person_Name_16,Account_Name_38,1436269,Q1,3,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.255593914604829,0.26280688272022484
1674,Americas,United States,Account_Type_0,Opportunity_Type_1,Person_Name_64,Account_Name_1632,43659,Q2,0,Closed Won,422783.84718349134,432143.81367521366,116533.13355834137,133491.43240254355,75357.66842105263,0.4456865384565452,0.44836576877282996,0.6162993823467292
1675,Americas,United States,Account_Type_2,Opportunity_Type_7,Person_Name_46,Account_Name_548,21200,Q2,0,Closed Won,422783.84718349134,432143.81367521366,125034.170409234,102400.35270235981,375192.89763779525,0.4456865384565452,0.44836576877282996,0.30191462446442996
1676,APAC,India,Account_Type_2,Opportunity_Type_19,Person_Name_60,Account_Name_1147,2996,Q3,0,Closed Won,108927.85706751054,270836.79225352115,125034.170409234,1629802.7944862156,292585.36363636365,0.5603515509268735,0.3916913580775902,0.2576409248300403
1676,APAC,India,Account_Type_2,Opportunity_Type_19,Person_Name_60,Account_Name_1147,2355405,Q3,5,Closed Won,108927.85706751054,270836.79225352115,125034.170409234,1629802.7944862156,292585.36363636365,0.5603515509268735,0.3916913580775902,0.2576409248300403
1677,APAC,Australia,Account_Type_0,Opportunity_Type_8,Person_Name_43,Account_Name_1642,101920,Q2,0,Closed Won,108927.85706751054,98171.39712230217,116533.13355834137,87111.3798828125,95561.18294360385,0.5603515509268735,0.5630074338421944,0.5564013504652658
1678,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,165,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1678,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,143,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1678,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1678,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1678,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1678,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2433,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,165,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,12,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,247,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,302,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,154,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,9,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,56,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1679,Japan,Japan,Account_Type_0,Opportunity_Type_7,Person_Name_32,Account_Name_1991,1467,Q2,0,Closed Won,35814.954559133315,34454.245862172735,116533.13355834137,102400.35270235981,56652.18739054291,0.6622229260828987,0.6664221546105753,0.7921414573096602
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,33,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,275,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,321,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,14,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,357,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
1680,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1467,Q2,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
